text,source,rating,user_segment,author,created_at
Free tier is so limited it's basically useless. Either make it free or be clear it's paid.,nps,,smb,Riley A.,2026-05-02T05:32:54.026795+00:00
Meal plan I built on the web is missing from the mobile app.,nps,,power_user,Jordan J.,2026-04-07T01:32:54.026795+00:00
Saved recipes on iPhone don't sync to my iPad. Made me cancel.,app_store,3,enterprise,Jordan Q.,2026-05-02T14:32:54.026795+00:00
"The subscribe button just spins forever. Tried on iOS and web, same thing.",interview,,free_tier,Riley V.,2026-03-05T15:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Contacted support, no reply yet.",zendesk,,free_tier,Priya X.,2026-02-06T11:32:54.026795+00:00
Why is there no dark theme in 2025?,interview,,power_user,Chen D.,2026-03-11T23:32:54.026795+00:00
Took me 15 minutes to get past the dietary preferences screen. Way too many questions.,zendesk,,free_tier,Riley P.,2026-02-26T21:32:54.026795+00:00
Search is way too slow on Android — takes 5+ seconds.,nps,3,power_user,Diego F.,2026-03-05T08:32:54.026795+00:00
Recipe generator keeps suggesting the same 3 meals over and over.,play_store,3,free_tier,Alex M.,2026-02-07T11:32:54.026795+00:00
Pro features should include grocery integration at this price.,play_store,2,free_tier,Diego W.,2026-02-10T13:32:54.026795+00:00
Generated recipe had no measurements for half the ingredients.,nps,,power_user,Sam U.,2026-03-30T10:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 24 hours. Support never replied.,app_store,2,enterprise,Priya Q.,2026-04-27T08:32:54.026795+00:00
Filters in search don't actually filter. Vegan + under 30min still shows steak.,interview,,free_tier,Sam J.,2026-03-21T22:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",interview,,smb,Diego G.,2026-02-10T00:32:54.026795+00:00
$15/month for what is essentially a recipe app is too much.,play_store,2,smb,Maya M.,2026-02-04T00:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,nps,,power_user,Yuki Y.,2026-05-10T18:32:54.026795+00:00
Love the AI recipe feature when it nails it — but it hallucinates ingredients I don't have.,nps,3,power_user,Alex U.,2026-02-14T19:32:54.026795+00:00
AI suggestions are great when they work but maybe 30% of the time the ingredients don't make sense.,interview,,enterprise,Maya K.,2026-03-18T20:32:54.026795+00:00
Search is way too slow on Android — takes 5+ seconds.,app_store,2,new_user,Maya W.,2026-02-18T12:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 12 hours. Support never replied.,play_store,2,smb,Noor E.,2026-02-08T18:32:54.026795+00:00
The search bar doesn't accept Unicode characters — can't search for crème brûlée.,nps,2,smb,Diego Z.,2026-03-05T23:32:54.026795+00:00
Onboarding is slow and asks for too much info before I can even try the app.,nps,,new_user,Sam Z.,2026-04-14T07:32:54.026795+00:00
Pricing went up without warning — felt sneaky.,app_store,2,power_user,Noor J.,2026-04-28T12:32:54.026795+00:00
AI suggestions are great when they work but maybe 30% of the time the ingredients don't make sense.,zendesk,,power_user,Yuki R.,2026-03-16T07:32:54.026795+00:00
Saved recipes on iPhone don't sync to my iPad. Really frustrating.,app_store,3,new_user,Sam F.,2026-02-14T11:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Happens every time.",play_store,3,enterprise,Priya J.,2026-01-29T21:32:54.026795+00:00
"Got a 'payment declined' error even though my card works everywhere else. Contacted support, no reply yet.",app_store,2,power_user,Alex N.,2026-03-01T05:32:54.026795+00:00
Searching for 'pasta' returns desserts. Something's broken.,nps,,new_user,Jordan R.,2026-02-24T22:32:54.026795+00:00
Charged twice for the same month — Please fix.,interview,,new_user,Alex Y.,2026-02-27T11:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Happens every time.",play_store,2,smb,Sam Z.,2026-05-16T18:32:54.026795+00:00
"Saved recipes on iPhone don't sync to my iPad. Contacted support, no reply yet.",zendesk,,power_user,Riley E.,2026-02-02T16:32:54.026795+00:00
Dark mode would be a huge upgrade.,app_store,3,power_user,Noor M.,2026-03-08T05:32:54.026795+00:00
Meal plan I built on the web is missing from the mobile app.,nps,,new_user,Sam E.,2026-03-30T19:32:54.026795+00:00
Lost my shopping list when I switched phones. No way to recover.,zendesk,,power_user,Jordan J.,2026-04-01T15:32:54.026795+00:00
Dark mode would be a huge upgrade.,interview,,free_tier,Maya Y.,2026-03-10T06:32:54.026795+00:00
Got a 'payment declined' error even though my card works everywhere else. Please fix.,interview,,power_user,Riley K.,2026-03-09T09:32:54.026795+00:00
Dark mode would be a huge upgrade.,nps,3,free_tier,Sam S.,2026-03-23T05:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,zendesk,,power_user,Riley U.,2026-01-26T15:32:54.026795+00:00
Love the AI recipe feature when it nails it — but it hallucinates ingredients I don't have.,play_store,4,new_user,Yuki C.,2026-02-16T23:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 6 hours. Support never replied.,app_store,2,free_tier,Riley P.,2026-03-22T16:32:54.026795+00:00
"Please add dark mode, my eyes hurt at night cooking.",interview,,power_user,Maya C.,2026-03-18T06:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,play_store,3,smb,Yuki W.,2026-03-18T15:32:54.026795+00:00
"Saved recipes on iPhone don't sync to my iPad. Contacted support, no reply yet.",nps,,new_user,Jordan C.,2026-02-06T18:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,nps,,power_user,Sam A.,2026-05-18T16:32:54.026795+00:00
"Please add dark mode, my eyes hurt at night cooking.",play_store,4,free_tier,Maya F.,2026-04-11T09:32:54.026795+00:00
AI suggestions are great when they work but maybe 30% of the time the ingredients don't make sense.,app_store,3,enterprise,Diego C.,2026-04-13T12:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,app_store,3,enterprise,Alex R.,2026-03-28T09:32:54.026795+00:00
Best meal planning app I've used. Recommended to my whole family.,zendesk,,new_user,Yuki X.,2026-05-05T17:32:54.026795+00:00
Meal plan I built on the web is missing from the mobile app.,interview,,new_user,Jordan B.,2026-05-26T00:32:54.026795+00:00
Generated recipe had no measurements for half the ingredients.,play_store,1,free_tier,Riley H.,2026-01-27T00:32:54.026795+00:00
Generated recipe had no measurements for half the ingredients.,zendesk,,free_tier,Chen D.,2026-04-21T23:32:54.026795+00:00
Search doesn't find recipes I've literally saved. Please fix.,play_store,3,new_user,Noor K.,2026-05-20T13:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",zendesk,,smb,Alex M.,2026-05-14T08:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,zendesk,,power_user,Noor M.,2026-02-20T06:32:54.026795+00:00
Filters in search don't actually filter. Vegan + under 30min still shows steak.,play_store,3,power_user,Priya A.,2026-01-30T08:32:54.026795+00:00
$15/month for what is essentially a recipe app is too much.,play_store,2,new_user,Chen A.,2026-03-05T03:32:54.026795+00:00
Lost my shopping list when I switched phones. No way to recover.,zendesk,,free_tier,Jordan P.,2026-05-12T19:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Please fix.",zendesk,,power_user,Diego P.,2026-05-15T00:32:54.026795+00:00
Why is there no dark theme in 2025?,nps,,new_user,Diego E.,2026-05-15T07:32:54.026795+00:00
Filters in search don't actually filter. Vegan + under 30min still shows steak.,app_store,3,smb,Priya H.,2026-03-15T00:32:54.026795+00:00
Onboarding is slow and asks for too much info before I can even try the app.,nps,,enterprise,Noor J.,2026-02-20T15:32:54.026795+00:00
Loved the recipes but the signup flow asks for my address?? Why?,play_store,2,power_user,Noor Q.,2026-05-06T22:32:54.026795+00:00
Took me 20 minutes to get past the dietary preferences screen. Way too many questions.,play_store,3,enterprise,Sam C.,2026-04-16T11:32:54.026795+00:00
Got a 'payment declined' error even though my card works everywhere else.,interview,,enterprise,Priya C.,2026-05-20T19:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",nps,,enterprise,Priya A.,2026-02-28T16:32:54.026795+00:00
Pro features should include grocery integration at this price.,interview,,power_user,Sam Q.,2026-02-19T08:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 6 hours. Support never replied.,app_store,1,power_user,Jordan N.,2026-02-08T18:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Made me cancel.",interview,,new_user,Sam G.,2026-04-22T23:32:54.026795+00:00
The new weekly meal plan feature is fantastic.,play_store,4,new_user,Alex Q.,2026-01-30T15:32:54.026795+00:00
Charged twice for the same month — Happens every time.,nps,2,power_user,Chen G.,2026-02-27T12:32:54.026795+00:00
Love how it adapts to my pantry. Real game changer.,zendesk,,new_user,Yuki V.,2026-03-29T21:32:54.026795+00:00
The search bar doesn't accept Unicode characters — can't search for crème brûlée.,nps,3,enterprise,Riley E.,2026-05-18T23:32:54.026795+00:00
Love the AI recipe feature when it nails it — but it hallucinates ingredients I don't have.,play_store,3,enterprise,Noor T.,2026-04-07T03:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",interview,,smb,Maya F.,2026-03-22T15:32:54.026795+00:00
Charged twice for the same month — Please fix.,app_store,2,free_tier,Chen U.,2026-05-18T10:32:54.026795+00:00
Free tier is so limited it's basically useless. Either make it free or be clear it's paid.,app_store,1,enterprise,Diego Z.,2026-03-02T18:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 48 hours. Support never replied.,zendesk,,power_user,Jordan U.,2026-01-26T20:32:54.026795+00:00
Onboarding is slow and asks for too much info before I can even try the app.,interview,,enterprise,Yuki U.,2026-05-22T03:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 48 hours. Support never replied.,interview,,smb,Alex C.,2026-04-16T20:32:54.026795+00:00
Charged twice for the same month — Please fix.,app_store,2,free_tier,Jordan E.,2026-05-25T15:32:54.026795+00:00
Recipe generator keeps suggesting the same 3 meals over and over.,zendesk,,power_user,Yuki Y.,2026-05-19T01:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,interview,,new_user,Chen Y.,2026-02-04T14:32:54.026795+00:00
Pro features should include grocery integration at this price.,interview,,enterprise,Chen E.,2026-05-13T15:32:54.026795+00:00
Pro features should include grocery integration at this price.,nps,,free_tier,Yuki M.,2026-05-03T03:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,play_store,3,enterprise,Priya F.,2026-04-16T02:32:54.026795+00:00
Lost my shopping list when I switched phones. No way to recover.,interview,,free_tier,Chen V.,2026-05-21T20:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,app_store,3,new_user,Jordan M.,2026-05-07T15:32:54.026795+00:00
Free tier is so limited it's basically useless. Either make it free or be clear it's paid.,app_store,2,enterprise,Jordan H.,2026-03-30T01:32:54.026795+00:00
Why is there no dark theme in 2025?,zendesk,,new_user,Alex N.,2026-02-14T22:32:54.026795+00:00
Generated recipe had no measurements for half the ingredients.,play_store,2,enterprise,Diego N.,2026-03-23T13:32:54.026795+00:00
"The subscribe button just spins forever. Tried on iOS and web, same thing.",interview,,power_user,Priya Q.,2026-03-03T04:32:54.026795+00:00
Tried to subscribe to Pro but the payment returned an error. Really frustrating.,zendesk,,new_user,Chen F.,2026-04-22T22:32:54.026795+00:00
Best meal planning app I've used. Recommended to my whole family.,app_store,4,free_tier,Noor Y.,2026-04-12T06:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 48 hours. Support never replied.,play_store,1,power_user,Jordan P.,2026-05-13T15:32:54.026795+00:00
Why is there no dark theme in 2025?,zendesk,,new_user,Alex N.,2026-04-17T18:32:54.026795+00:00
Filters in search don't actually filter. Vegan + under 30min still shows steak.,play_store,1,smb,Sam K.,2026-04-10T01:32:54.026795+00:00
App is beautiful and easy to use. 5 stars.,nps,5,enterprise,Sam R.,2026-04-29T20:32:54.026795+00:00
Love how it adapts to my pantry. Real game changer.,nps,5,free_tier,Riley F.,2026-05-14T05:32:54.026795+00:00
Generated recipe had no measurements for half the ingredients.,zendesk,,new_user,Maya Q.,2026-05-02T11:32:54.026795+00:00
Recipe generator keeps suggesting the same 3 meals over and over.,zendesk,,power_user,Sam C.,2026-03-15T00:32:54.026795+00:00
"Loving the app overall, only wish: dark mode!",interview,,new_user,Riley S.,2026-04-26T08:32:54.026795+00:00
Love the AI recipe feature when it nails it — but it hallucinates ingredients I don't have.,nps,,enterprise,Sam N.,2026-04-25T10:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,interview,,free_tier,Yuki E.,2026-03-13T09:32:54.026795+00:00
"The subscribe button just spins forever. Tried on iOS and web, same thing.",play_store,1,power_user,Alex P.,2026-04-28T19:32:54.026795+00:00
"The subscribe button just spins forever. Tried on iOS and web, same thing.",play_store,3,enterprise,Chen Z.,2026-05-07T06:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,app_store,5,free_tier,Chen J.,2026-03-15T13:32:54.026795+00:00
Search doesn't find recipes I've literally saved.,interview,,smb,Sam P.,2026-03-11T09:32:54.026795+00:00
Charged twice for the same month — Made me cancel.,interview,,new_user,Yuki D.,2026-02-17T22:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",nps,3,smb,Alex F.,2026-03-13T06:32:54.026795+00:00
Loved the recipes but the signup flow asks for my address?? Why?,interview,,smb,Alex N.,2026-03-09T04:32:54.026795+00:00
Love how it adapts to my pantry. Real game changer.,play_store,5,enterprise,Chen A.,2026-02-19T10:32:54.026795+00:00
AI suggestions are great when they work but maybe 30% of the time the ingredients don't make sense.,zendesk,,new_user,Jordan E.,2026-04-20T10:32:54.026795+00:00
Skipped most of the onboarding and now the app keeps prompting me to finish it.,zendesk,,smb,Yuki W.,2026-04-21T02:32:54.026795+00:00
"The subscribe button just spins forever. Tried on iOS and web, same thing.",play_store,2,free_tier,Chen B.,2026-02-20T10:32:54.026795+00:00
Searching for 'pasta' returns desserts. Something's broken.,app_store,2,smb,Priya S.,2026-02-24T09:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,play_store,5,new_user,Jordan B.,2026-02-02T19:32:54.026795+00:00
AI suggestions are great when they work but maybe 30% of the time the ingredients don't make sense.,play_store,3,free_tier,Riley W.,2026-04-08T11:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,play_store,5,smb,Priya R.,2026-03-24T06:32:54.026795+00:00
The search bar doesn't accept Unicode characters — can't search for crème brûlée.,zendesk,,new_user,Maya A.,2026-05-05T17:32:54.026795+00:00
Recipe generator keeps suggesting the same 3 meals over and over.,interview,,power_user,Jordan X.,2026-02-15T19:32:54.026795+00:00
Skipped most of the onboarding and now the app keeps prompting me to finish it.,interview,,new_user,Noor E.,2026-05-23T04:32:54.026795+00:00
"Please add dark mode, my eyes hurt at night cooking.",play_store,4,enterprise,Riley N.,2026-03-09T16:32:54.026795+00:00
The new weekly meal plan feature is fantastic.,zendesk,,enterprise,Diego V.,2026-04-28T11:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Really frustrating.",interview,,free_tier,Yuki V.,2026-03-02T14:32:54.026795+00:00
Took me 25 minutes to get past the dietary preferences screen. Way too many questions.,app_store,3,enterprise,Maya J.,2026-04-20T05:32:54.026795+00:00
Why is there no dark theme in 2025?,play_store,2,new_user,Yuki N.,2026-03-20T18:32:54.026795+00:00
Dark mode would be a huge upgrade.,app_store,4,smb,Riley N.,2026-04-18T17:32:54.026795+00:00
Meal plan I built on the web is missing from the mobile app.,zendesk,,power_user,Diego W.,2026-02-22T03:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",interview,,free_tier,Priya K.,2026-04-17T20:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 24 hours. Support never replied.,interview,,enterprise,Sam H.,2026-02-17T20:32:54.026795+00:00
AI suggestions are great when they work but maybe 30% of the time the ingredients don't make sense.,nps,,enterprise,Yuki K.,2026-04-13T14:32:54.026795+00:00
"Asked for a vegan dinner with chickpeas, got a recipe with chicken. Happens every time.",app_store,3,free_tier,Sam R.,2026-03-12T07:32:54.026795+00:00
App is beautiful and easy to use. 5 stars.,app_store,5,smb,Alex E.,2026-03-19T16:32:54.026795+00:00
Card was charged but Pro features didn't unlock for 24 hours. Support never replied.,nps,,power_user,Chen Y.,2026-01-31T11:32:54.026795+00:00
"Tried to subscribe to Pro but the payment wouldn't go through. Contacted support, no reply yet.",play_store,2,new_user,Noor J.,2026-03-06T00:32:54.026795+00:00
Loved the recipes but the signup flow asks for my address?? Why?,interview,,smb,Sam E.,2026-02-17T20:32:54.026795+00:00
Filters in search don't actually filter. Vegan + under 30min still shows steak.,nps,2,new_user,Diego G.,2026-04-07T01:32:54.026795+00:00
"Saved recipes on iPhone don't sync to my iPad. Contacted support, no reply yet.",interview,,new_user,Jordan H.,2026-05-02T01:32:54.026795+00:00
Why is there no dark theme in 2025?,zendesk,,smb,Diego U.,2026-05-09T22:32:54.026795+00:00
Took me 10 minutes to get past the dietary preferences screen. Way too many questions.,zendesk,,free_tier,Yuki S.,2026-04-18T11:32:54.026795+00:00
Recipe generator keeps suggesting the same 3 meals over and over.,zendesk,,enterprise,Jordan F.,2026-01-30T10:32:54.026795+00:00
Pro features should include grocery integration at this price.,app_store,2,power_user,Jordan Z.,2026-04-27T02:32:54.026795+00:00
Charged twice for the same month — Please fix.,app_store,2,new_user,Riley W.,2026-02-23T05:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,interview,,new_user,Sam W.,2026-05-19T06:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,app_store,5,new_user,Diego J.,2026-03-30T13:32:54.026795+00:00
Recipe generator keeps suggesting the same 3 meals over and over.,play_store,2,new_user,Diego J.,2026-04-17T12:32:54.026795+00:00
Searching for 'pasta' returns desserts. Something's broken.,nps,,free_tier,Sam K.,2026-05-12T09:32:54.026795+00:00
Tried to subscribe to Pro but the payment wouldn't go through. Please fix.,interview,,free_tier,Jordan M.,2026-04-30T17:32:54.026795+00:00
Why is there no dark theme in 2025?,play_store,2,power_user,Noor L.,2026-03-16T10:32:54.026795+00:00
Took me 10 minutes to get past the dietary preferences screen. Way too many questions.,app_store,3,free_tier,Sam Z.,2026-05-06T23:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",play_store,3,smb,Alex D.,2026-04-18T17:32:54.026795+00:00
The AI recipe suggestions are genuinely brilliant. Saved me so much time this week.,zendesk,,enterprise,Riley Z.,2026-04-09T04:32:54.026795+00:00
Tried to subscribe to Pro but the payment failed silently. Please fix.,play_store,2,free_tier,Maya Z.,2026-04-10T11:32:54.026795+00:00
Got a 'payment declined' error even though my card works everywhere else. Please fix.,app_store,2,enterprise,Riley Y.,2026-04-04T11:32:54.026795+00:00
The new weekly meal plan feature is fantastic.,play_store,4,new_user,Priya D.,2026-05-09T03:32:54.026795+00:00
Love the AI recipe feature when it nails it — but it hallucinates ingredients I don't have.,nps,,power_user,Yuki N.,2026-02-28T11:32:54.026795+00:00
Saved recipes on iPhone don't sync to my iPad.,play_store,2,new_user,Riley Q.,2026-01-28T10:32:54.026795+00:00
Got a 'payment declined' error even though my card works everywhere else.,zendesk,,free_tier,Yuki Z.,2026-05-24T03:32:54.026795+00:00
The search bar doesn't accept Unicode characters — can't search for crème brûlée.,interview,,free_tier,Sam P.,2026-03-20T03:32:54.026795+00:00
Dark mode would be a huge upgrade.,nps,4,free_tier,Alex A.,2026-05-06T08:32:54.026795+00:00
Dark mode would be a huge upgrade.,interview,,smb,Priya C.,2026-02-06T10:32:54.026795+00:00
"Sync between devices is unreliable — sometimes works, sometimes silent failure.",play_store,3,free_tier,Jordan T.,2026-04-21T00:32:54.026795+00:00
"Loving the app overall, only wish: dark mode!",play_store,4,free_tier,Noor C.,2026-03-28T11:32:54.026795+00:00
The new weekly meal plan feature is fantastic.,zendesk,,new_user,Sam N.,2026-05-10T10:32:54.026795+00:00
Love the AI recipe feature when it nails it — but it hallucinates ingredients I don't have.,interview,,free_tier,Yuki W.,2026-05-25T23:32:54.026795+00:00
First-time experience felt confusing — I wasn't sure what the app actually did until step 4.,interview,,smb,Chen M.,2026-04-29T05:32:54.026795+00:00
